Moving Avg Norms	Moving Average Times
224.243			1
195.542			1.5
175.042			2
161.588			2.5
146.731			3
126.946			4
126.57			5
132.475			6
151.787			7
184.939			8
179.995			9
178.853			10
159.571			11
151.016			12
138.324			13
138.185			14
128.464			15
133.308			16
118.362			17
120.749			18
145.743			19
158.075			20
171.022			21
162.826			22
165.501			23
168.068			24
161.029			25
160.223			26
176.743			27
162.278			28
129.77			29
115.218			30
118.916			31
128.362			32
128			33
122.481			34
128.213			35
120.119			36
129.892			37
146.04			38
186.788			39
191.065			40
202.593			41
184.397			42
167.511			43
151.004			44
168.931			45
180.083			46
157.917			47
168.465			48
153.16			49
159.69			50
120.29			51
136.044			52
108.706			53
114.829			54
99.6237			55
98.9155			56
118.555			57
146.992			58
148.577			59
158.46			60
190.208			61
196.894			62
200.395			63
194.902			64
185.677			65
182.023			66
149.354			67
142.305			68
159.233			69
147.426			70
149.588			71
156.743			72
166.432			73
164.019			74
169.608			75
175.301			76
179.953			77
148.033			78
152.893			79
161.174			80
124.442			81
129.015			82
148.027			83
119.623			84
101.059			85
117.518			86
115.286			87
127.938			88
143.813			89
149.394			90
161.289			91
176.005			92
177.883			93
186.17			94
185.983			95
181.549			96
164.33			97
134.209			98
136.655			99
169.62			100
154.423			101
176.438			102
190.385			103
155.185			104
145.871			105
158.434			106
132.05			107
131.011			108
140.99			109
127.659			110
127.952			111
142.468			112
144.164			113
157.752			114
135.353			115
127.571			116
141.65			117
130.222			118
154.226			119
183.465			120
181.944			121
149.057			122
141.161			123
110.014			124
108.776			125
113.141			126
122.797			127
132.281			128
130.04			129
126.991			130
143.014			131
148.841			132
156.781			133
156.766			134
149.694			135
144.766			136
125.758			137
108.371			138
106.156			139
96.4416			140
107.441			141
109.032			142
103.687			143
139.509			144
158.628			145
145.089			146
155.356			147
180.118			148
142.601			149
134.882			150
108.531			151
87.7415			152
82.2787			153
81.1896			154
72.5034			155
96.9672			156
124.106			157
139.94			158
173.576			159
194.753			160
206.401			161
211.456			162
200.393			163
182.188			164
179.017			165
149.279			166
151.142			167
156.836			168
166.28			169
155.754			170
178.707			171
169.268			172
176.484			173
190.884			174
170.954			175
174.637			176
175.909			177
163.234			178
147.432			179
170.051			180
160.684			181
163.07			182
144.129			183
124.004			184
135.215			185
147.13			186
135.779			187
129.598			188
142.168			189
107.832			190
96.1301			191
110.022			192
132.927			193
137.464			194
174.796			195
162.01			196
174.267			197
179.261			198
185.78			199
170.277			200
184.489			201
171.311			202
182.43			203
187.538			204
193.968			205
190.988			206
156.308			207
137.102			208
96.954			209
77.7208			210
79.0931			211
93.4172			212
94.8822			213
130.989			214
143.451			215
161.404			216
183.035			217
197.776			218
197.599			219
196.149			220
195.663			221
188.941			222
150.647			223
118.33			224
110.353			225
83.3704			226
92.3569			227
142.801			228
164.754			229
193.274			230
219.281			231
206.037			232
162.023			233
154.783			234
158.515			235
142.249			236
151.318			237
187.934			238
189.354			239
175.94			240
197.225			241
194.789			242
157.8			243
183.433			244
159.754			245
151.732			246
131.085			247
157.565			248
123.515			249
119.788			250
91.5071			251
103.079			252
90.3333			253
121.634			254
